title|location|use|category
AV1927|Please place in AV50 locker in the office|This item is used for creating mathematical objects|Tool used by Vipin
AV1928|Please place in AV70, AV57 box in the master room|This item is used for cooking vegetables|Tool used by Mumma and Dada
AV1929|Please place in AV15, AV16 section in the kids' room|This item is used for charging electronic devices|Shared tool
AV1930|Please place in AV38 rack in the store room|This item is used for charging electronic devices|Shared tool
AV1931|Please place in AV70, AV57 box in the master room|This item is used for monitoring air quality|Tool used by guests
AV1932|Please place in AV70, AV57 box in the master room|This item is used for monitoring air quality|Tool used by Vipin
AV1933|Please place in AV70, AV57 box in the master room|This item is used for repairing pipe|Tool used by Athira
AV1934|Please place in AV15, AV16 section in the kids' room|This item is used for measuring water quality|Tool used by Mumma
AV1935|Please place in AV15, AV16 section in the kids' room|This item is used for measuring water quality|Tool used by Athira
AV1936|Please place in AV50 locker in the office|This item is used for monitoring air quality|Tool used by Mumma
AV1937|Please place in AV12, AV19 box in the living room|This item is used for testing batteries|Tool used by Dada
AV1938|Please place in AV31, AV33 shelf in the study|This item is used for charging electronic devices|Tool used by Athira
AV1939|Please place in AV17, AV23 box in the bedroom|This item is used for charging electronic devices|Tool used by Mumma and Dada
AV1940|Please place in AV38 rack in the store room|This item is used for cleaning surfaces|Tool used by Mumma and Dada
AV1941|Please place in AV17, AV23 box in the bedroom|This item is used for organizing tools|Tool used by Vipin
AV1942|Please place in AV70, AV57 box in the master room|This item is used for charging electronic devices|Tool used in emergencies
AV1943|Please place in AV20, AV22 box near entrance|This item is used for cooking vegetables|Tool used by Mumma and Dada
AV1944|Please place in AV70, AV57 box in the master room|This item is used for storing documents|Tool used by Mumma
AV1945|Please place in AV17, AV23 box in the bedroom|This item is used for cleaning surfaces|Tool used by Athira
AV1946|Please place in AV17, AV23 box in the bedroom|This item is used for monitoring air quality|Tool used in emergencies
AV1947|Please place in AV50 locker in the office|This item is used for repairing pipe|Tool used by Athira
AV1948|Please place in AV50 locker in the office|This item is used for charging electronic devices|Tool used by guests
AV1949|Please place in AV45 drawer in the garage|This item is used for measuring water quality|Tool used by kids
AV1950|Please place in AV12, AV19 box in the living room|This item is used for charging electronic devices|Tool used by whole family
AV1951|Please place in AV17, AV23 box in the bedroom|This item is used for measuring water quality|Tool used by whole family
AV1952|Please place in AV15, AV16 section in the kids' room|This item is used for testing batteries|Tool used by whole family
AV1953|Please place in AV38 rack in the store room|This item is used for monitoring air quality|Tool used by Mumma and Dada
AV1954|Please place in AV31, AV33 shelf in the study|This item is used for measuring water quality|Tool used by Mumma and Dada
AV1955|Please place in AV45 drawer in the garage|This item is used for cooking vegetables|Tool used by Mumma
AV1956|Please place in AV50 locker in the office|This item is used for creating mathematical objects|Tool used by kids
AV1957|Please place in AV12, AV19 box in the living room|This item is used for testing batteries|Tool used by Mumma
AV1958|Please place in AV31, AV33 shelf in the study|This item is used for creating mathematical objects|Tool used by Mumma
AV1959|Please place in AV45 drawer in the garage|This item is used for charging electronic devices|Tool used by guests
AV1960|Please place in AV20, AV22 box near entrance|This item is used for storing documents|Tool used by Mumma
AV1961|Please place in AV25 box in the kitchen|This item is used for repairing pipe|Tool used by guests
AV1962|Please place in AV15, AV16 section in the kids' room|This item is used for monitoring air quality|Tool used by kids
AV1963|Please place in AV31, AV33 shelf in the study|This item is used for testing batteries|Tool used by Mumma and Dada
AV1964|Please place in AV20, AV22 box near entrance|This item is used for cooking vegetables|Tool used by Mumma and Dada
AV1965|Please place in AV12, AV19 box in the living room|This item is used for measuring water quality|Tool used by Athira
AV1966|Please place in AV25 box in the kitchen|This item is used for monitoring air quality|Shared tool
AV1967|Please place in AV45 drawer in the garage|This item is used for monitoring air quality|Shared tool
AV1968|Please place in AV31, AV33 shelf in the study|This item is used for cooking vegetables|Tool used by Mumma and Dada
AV1969|Please place in AV12, AV19 box in the living room|This item is used for testing batteries|Tool used by Vipin
AV1970|Please place in AV15, AV16 section in the kids' room|This item is used for cooking vegetables|Tool used by Mumma and Dada
AV1971|Please place in AV38 rack in the store room|This item is used for cleaning surfaces|Tool used by guests
AV1972|Please place in AV70, AV57 box in the master room|This item is used for testing batteries|Tool used by guests
AV1973|Please place in AV38 rack in the store room|This item is used for cleaning surfaces|Shared tool
AV1974|Please place in AV25 box in the kitchen|This item is used for testing batteries|Tool used by Mumma and Dada
AV1975|Please place in AV50 locker in the office|This item is used for organizing tools|Tool used by Mumma
AV1976|Please place in AV12, AV19 box in the living room|This item is used for cleaning surfaces|Tool used in emergencies
AV1977|Please place in AV70, AV57 box in the master room|This item is used for organizing tools|Tool used by Vipin
AV1978|Please place in AV50 locker in the office|This item is used for measuring water quality|Tool used by Vipin
AV1979|Please place in AV31, AV33 shelf in the study|This item is used for cleaning surfaces|Tool used by Vipin
AV1980|Please place in AV70, AV57 box in the master room|This item is used for monitoring air quality|Tool used by Mumma and Dada
AV1981|Please place in AV20, AV22 box near entrance|This item is used for repairing pipe|Tool used by Mumma and Dada
AV1982|Please place in AV20, AV22 box near entrance|This item is used for organizing tools|Tool used in emergencies
AV1983|Please place in AV17, AV23 box in the bedroom|This item is used for repairing pipe|Tool used by guests
AV1984|Please place in AV50 locker in the office|This item is used for charging electronic devices|Tool used by whole family
AV1985|Please place in AV70, AV57 box in the master room|This item is used for testing batteries|Tool used by Dada
AV1986|Please place in AV45 drawer in the garage|This item is used for creating mathematical objects|Tool used by Vipin
AV1987|Please place in AV17, AV23 box in the bedroom|This item is used for organizing tools|Tool used in emergencies
AV1988|Please place in AV70, AV57 box in the master room|This item is used for creating mathematical objects|Tool used by Athira
AV1989|Please place in AV50 locker in the office|This item is used for organizing tools|Tool used by Dada
AV1990|Please place in AV70, AV57 box in the master room|This item is used for cleaning surfaces|Tool used in emergencies
AV1991|Please place in AV50 locker in the office|This item is used for testing batteries|Tool used by kids
AV1992|Please place in AV12, AV19 box in the living room|This item is used for cleaning surfaces|Tool used by Vipin
AV1993|Please place in AV15, AV16 section in the kids' room|This item is used for storing documents|Tool used in emergencies
AV1994|Please place in AV12, AV19 box in the living room|This item is used for measuring water quality|Tool used by guests
